study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB11202	ERP012552	SAMEA3581118	ERS888267	ERX1121229	ERR1041747	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E5.15.1844		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	8928348	383918964	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E5.15.1844	E-MTAB-3929:E5.15.1844	378254283	4527cf6e54edb1cfd3a783008cfdb0c8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1041747/ERR1041747.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/007/ERR1041747/ERR1041747.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1041747/ERR1041747.fastq.gz	343020880	ce663657a5bb67c54eca6666dbe0092b	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041747/E5.15.1844.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041747/E5.15.1844.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041747/E5.15.1844.fastq.gz	FASTQ	438438312	6d6a0e12a1d72ec92fd6f1ee91f1c1b3	ftp.sra.ebi.ac.uk/vol1/err/ERR104/007/ERR1041747	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/007/ERR1041747	ftp.sra.ebi.ac.uk/vol1/err/ERR104/007/ERR1041747				E-MTAB-3929:E5.15.1844	ArrayExpress	E5.15.1844		2015-10-02
PRJEB11202	ERP012552	SAMEA3581119	ERS888268	ERX1121230	ERR1041748	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E5.15.1845		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	7091956	304954108	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E5.15.1845	E-MTAB-3929:E5.15.1845	301115116	9bbfe8a472a283d217a99dc851a4aff1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/008/ERR1041748/ERR1041748.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/008/ERR1041748/ERR1041748.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/008/ERR1041748/ERR1041748.fastq.gz	273310246	eb4950a45eee65041b05d68a8a05d3c9	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041748/E5.15.1845.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041748/E5.15.1845.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041748/E5.15.1845.fastq.gz	FASTQ	348432622	81e1e0a7e40b7d83b1baee9d1a332bf4	ftp.sra.ebi.ac.uk/vol1/err/ERR104/008/ERR1041748	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/008/ERR1041748	ftp.sra.ebi.ac.uk/vol1/err/ERR104/008/ERR1041748				E-MTAB-3929:E5.15.1845	ArrayExpress	E5.15.1845		2015-10-02
PRJEB11202	ERP012552	SAMEA3581120	ERS888269	ERX1121231	ERR1041749	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E5.16.1885		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	2489364	107042652	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E5.16.1885	E-MTAB-3929:E5.16.1885	97101446	4ed5ddfa5cc35b1ba24c22ccdb7405c3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1041749/ERR1041749.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/009/ERR1041749/ERR1041749.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1041749/ERR1041749.fastq.gz	86856555	121cd7411ddbadbac09c7556762ff41d	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041749/E5.16.1885.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041749/E5.16.1885.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041749/E5.16.1885.fastq.gz	FASTQ	120526723	eb23f18bc438f61dd1b3c877e9d4d712	ftp.sra.ebi.ac.uk/vol1/err/ERR104/009/ERR1041749	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/009/ERR1041749	ftp.sra.ebi.ac.uk/vol1/err/ERR104/009/ERR1041749				E-MTAB-3929:E5.16.1885	ArrayExpress	E5.16.1885		2015-10-02
PRJEB11202	ERP012552	SAMEA3581121	ERS888270	ERX1121232	ERR1041750	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E5.16.1886		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	5939859	255413937	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E5.16.1886	E-MTAB-3929:E5.16.1886	214952700	e22115e41a3b12e213cbf62755fee8ae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/000/ERR1041750/ERR1041750.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/000/ERR1041750/ERR1041750.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/000/ERR1041750/ERR1041750.fastq.gz	190524648	ea6eac157a70923124ab3c68e735f430	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041750/E5.16.1886.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041750/E5.16.1886.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041750/E5.16.1886.fastq.gz	FASTQ	285306147	285d0743189c8a93b053ad0af4a6ae38	ftp.sra.ebi.ac.uk/vol1/err/ERR104/000/ERR1041750	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/000/ERR1041750	ftp.sra.ebi.ac.uk/vol1/err/ERR104/000/ERR1041750				E-MTAB-3929:E5.16.1886	ArrayExpress	E5.16.1886		2015-10-02
PRJEB11202	ERP012552	SAMEA3581122	ERS888271	ERX1121233	ERR1041751	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E5.16.1887		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	6467262	278092266	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E5.16.1887	E-MTAB-3929:E5.16.1887	265134529	cc68e74d1c0b7d0ad78136705f564d8e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/001/ERR1041751/ERR1041751.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/001/ERR1041751/ERR1041751.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/001/ERR1041751/ERR1041751.fastq.gz	239599758	61acd4d671d3444a8a087fbe7a1e764f	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041751/E5.16.1887.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041751/E5.16.1887.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041751/E5.16.1887.fastq.gz	FASTQ	312054005	7811f56d4ab2ac55984b4a13d5d49314	ftp.sra.ebi.ac.uk/vol1/err/ERR104/001/ERR1041751	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/001/ERR1041751	ftp.sra.ebi.ac.uk/vol1/err/ERR104/001/ERR1041751				E-MTAB-3929:E5.16.1887	ArrayExpress	E5.16.1887		2015-10-02
PRJEB11202	ERP012552	SAMEA3581123	ERS888272	ERX1121234	ERR1041752	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E5.16.1888		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	9004658	387200294	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E5.16.1888	E-MTAB-3929:E5.16.1888	374033659	4d04d8baebf94a7b1d5f64603bc90c1a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/002/ERR1041752/ERR1041752.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/002/ERR1041752/ERR1041752.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/002/ERR1041752/ERR1041752.fastq.gz	338631917	f131a83c3935b4d32e5f78e7bed4b823	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041752/E5.16.1888.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041752/E5.16.1888.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041752/E5.16.1888.fastq.gz	FASTQ	434284897	ada53999b608ac455b709e90c7de7088	ftp.sra.ebi.ac.uk/vol1/err/ERR104/002/ERR1041752	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/002/ERR1041752	ftp.sra.ebi.ac.uk/vol1/err/ERR104/002/ERR1041752				E-MTAB-3929:E5.16.1888	ArrayExpress	E5.16.1888		2015-10-02
PRJEB11202	ERP012552	SAMEA3581124	ERS888273	ERX1121235	ERR1041753	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E5.16.1889		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	1991714	85643702	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E5.16.1889	E-MTAB-3929:E5.16.1889	80870344	03b039cd2e8853990d44f21ee83f9c4d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/003/ERR1041753/ERR1041753.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/003/ERR1041753/ERR1041753.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/003/ERR1041753/ERR1041753.fastq.gz	72882446	20225894a48575119144c8677f8b4cc6	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041753/E5.16.1889.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041753/E5.16.1889.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041753/E5.16.1889.fastq.gz	FASTQ	96207232	fdfbc545fc5894119db9350cdff7fc90	ftp.sra.ebi.ac.uk/vol1/err/ERR104/003/ERR1041753	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/003/ERR1041753	ftp.sra.ebi.ac.uk/vol1/err/ERR104/003/ERR1041753				E-MTAB-3929:E5.16.1889	ArrayExpress	E5.16.1889		2015-10-02
PRJEB11202	ERP012552	SAMEA3581125	ERS888274	ERX1121236	ERR1041754	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E5.16.1890		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	8305695	357144885	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E5.16.1890	E-MTAB-3929:E5.16.1890	344389957	c0fc5c9306616fbccb2e020a69b6df34	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1041754/ERR1041754.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/004/ERR1041754/ERR1041754.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1041754/ERR1041754.fastq.gz	311728767	eba77c65321f046043bb059aa995deb3	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041754/E5.16.1890.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041754/E5.16.1890.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041754/E5.16.1890.fastq.gz	FASTQ	400444655	edc3e7ca26f3d12750a35790e0d53c45	ftp.sra.ebi.ac.uk/vol1/err/ERR104/004/ERR1041754	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/004/ERR1041754	ftp.sra.ebi.ac.uk/vol1/err/ERR104/004/ERR1041754				E-MTAB-3929:E5.16.1890	ArrayExpress	E5.16.1890		2015-10-02
PRJEB11202	ERP012552	SAMEA3581126	ERS888275	ERX1121237	ERR1041755	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E5.16.1891		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	7846181	337385783	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E5.16.1891	E-MTAB-3929:E5.16.1891	326143093	c547f3f9e85e14e099fc05f05e275de9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/005/ERR1041755/ERR1041755.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/005/ERR1041755/ERR1041755.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/005/ERR1041755/ERR1041755.fastq.gz	295352579	0b3e2b3f14c3d4a077d01f725043bd45	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041755/E5.16.1891.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041755/E5.16.1891.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041755/E5.16.1891.fastq.gz	FASTQ	378192995	688b52fb387770dd78d87b6a6238b7c0	ftp.sra.ebi.ac.uk/vol1/err/ERR104/005/ERR1041755	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/005/ERR1041755	ftp.sra.ebi.ac.uk/vol1/err/ERR104/005/ERR1041755				E-MTAB-3929:E5.16.1891	ArrayExpress	E5.16.1891		2015-10-02
PRJEB11202	ERP012552	SAMEA3581127	ERS888276	ERX1121238	ERR1041756	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E5.16.1893		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	645914	27774302	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E5.16.1893	E-MTAB-3929:E5.16.1893	27499031	1ec33c868936039370efb3f0705c57df	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/006/ERR1041756/ERR1041756.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/006/ERR1041756/ERR1041756.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/006/ERR1041756/ERR1041756.fastq.gz	24998871	ab214bdb3a511be14fcb971af9927e5c	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041756/E5.16.1893.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041756/E5.16.1893.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041756/E5.16.1893.fastq.gz	FASTQ	31376539	cec96f8df44ae84161772644c3fa4da4	ftp.sra.ebi.ac.uk/vol1/err/ERR104/006/ERR1041756	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/006/ERR1041756	ftp.sra.ebi.ac.uk/vol1/err/ERR104/006/ERR1041756				E-MTAB-3929:E5.16.1893	ArrayExpress	E5.16.1893		2015-10-02
PRJEB11202	ERP012552	SAMEA3581128	ERS888277	ERX1121239	ERR1041757	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E5.16.1894		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	6153007	264579301	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E5.16.1894	E-MTAB-3929:E5.16.1894	249278666	65dd0c8113e04f37e2135e9c7ab3c993	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1041757/ERR1041757.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/007/ERR1041757/ERR1041757.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1041757/ERR1041757.fastq.gz	224889125	6e1beca5529ddebd5198fcb93629f34b	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041757/E5.16.1894.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041757/E5.16.1894.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041757/E5.16.1894.fastq.gz	FASTQ	295771908	bd7ec346d69a38be0d01bd0999828189	ftp.sra.ebi.ac.uk/vol1/err/ERR104/007/ERR1041757	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/007/ERR1041757	ftp.sra.ebi.ac.uk/vol1/err/ERR104/007/ERR1041757				E-MTAB-3929:E5.16.1894	ArrayExpress	E5.16.1894		2015-10-02
PRJEB11202	ERP012552	SAMEA3581129	ERS888278	ERX1121240	ERR1041758	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E5.16.1895		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	7336546	315471478	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E5.16.1895	E-MTAB-3929:E5.16.1895	301027214	838ac102b7e615f10cab2ef79a76462b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/008/ERR1041758/ERR1041758.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/008/ERR1041758/ERR1041758.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/008/ERR1041758/ERR1041758.fastq.gz	271994656	e79c627b6a49878a7f6fa77f1018af55	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041758/E5.16.1895.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041758/E5.16.1895.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041758/E5.16.1895.fastq.gz	FASTQ	351413428	d455c94104f33602b59a439228bec3ad	ftp.sra.ebi.ac.uk/vol1/err/ERR104/008/ERR1041758	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/008/ERR1041758	ftp.sra.ebi.ac.uk/vol1/err/ERR104/008/ERR1041758				E-MTAB-3929:E5.16.1895	ArrayExpress	E5.16.1895		2015-10-02
PRJEB11202	ERP012552	SAMEA3581130	ERS888279	ERX1121241	ERR1041759	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E5.16.1896		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	8711787	374606841	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E5.16.1896	E-MTAB-3929:E5.16.1896	358690988	03db225e6650b8d60a8c746302e503ea	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1041759/ERR1041759.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/009/ERR1041759/ERR1041759.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1041759/ERR1041759.fastq.gz	324104929	2d2ea27da720d0340cd0aca9ed856bcd	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041759/E5.16.1896.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041759/E5.16.1896.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041759/E5.16.1896.fastq.gz	FASTQ	418787932	87d3223460d3fa365ee99a4b543c9933	ftp.sra.ebi.ac.uk/vol1/err/ERR104/009/ERR1041759	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/009/ERR1041759	ftp.sra.ebi.ac.uk/vol1/err/ERR104/009/ERR1041759				E-MTAB-3929:E5.16.1896	ArrayExpress	E5.16.1896		2015-10-02
PRJEB11202	ERP012552	SAMEA3581131	ERS888280	ERX1121242	ERR1041760	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E5.16.1897		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	6513013	280059559	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E5.16.1897	E-MTAB-3929:E5.16.1897	268423234	c4feb7cbef12f31a601734c9c01f1d02	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/000/ERR1041760/ERR1041760.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/000/ERR1041760/ERR1041760.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/000/ERR1041760/ERR1041760.fastq.gz	242766833	5cdd65a1491c25f95ef458fbca32ed60	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041760/E5.16.1897.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041760/E5.16.1897.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041760/E5.16.1897.fastq.gz	FASTQ	312762125	244af91e019cba46e0f5f1751b39361c	ftp.sra.ebi.ac.uk/vol1/err/ERR104/000/ERR1041760	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/000/ERR1041760	ftp.sra.ebi.ac.uk/vol1/err/ERR104/000/ERR1041760				E-MTAB-3929:E5.16.1897	ArrayExpress	E5.16.1897		2015-10-02
PRJEB11202	ERP012552	SAMEA3581132	ERS888281	ERX1121243	ERR1041761	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E5.16.1898		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	4876190	209676170	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E5.16.1898	E-MTAB-3929:E5.16.1898	201535235	cad1549598744b2980f1a50855164e28	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/001/ERR1041761/ERR1041761.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/001/ERR1041761/ERR1041761.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/001/ERR1041761/ERR1041761.fastq.gz	182330639	694f67c24234bbd39e7873b091c1f36d	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041761/E5.16.1898.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041761/E5.16.1898.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041761/E5.16.1898.fastq.gz	FASTQ	234389986	e68b528f353e0a5b180308a349eac8b1	ftp.sra.ebi.ac.uk/vol1/err/ERR104/001/ERR1041761	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/001/ERR1041761	ftp.sra.ebi.ac.uk/vol1/err/ERR104/001/ERR1041761				E-MTAB-3929:E5.16.1898	ArrayExpress	E5.16.1898		2015-10-02
